grupo,nombre cientifico,Nombre común,Familia,Género,Epíteto específico,Categoría de amenaza,Estado taxonómico,Autoría nombre científico,Identificador del taxón
Árbol,Masdevallia vieirana,,Orchidaceae,Masdevallia,vieirana,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2848878
Árbol,Masdevallia virgo-cuencae,,Orchidaceae,Masdevallia,virgo-cuencae,VU,Aceptado,Luer & Andreetta,gbif.org/species/2848753
Árbol,Masdevallia wuellneri,,Orchidaceae,Masdevallia,wuellneri,VU,Aceptado,P.Ortiz,gbif.org/species/2848466
Árbol,Masdevallia xanthina,,Orchidaceae,Masdevallia,xanthina,VU,Aceptado,Rchb.f.,gbif.org/species/2848168
Árbol,Masdevallia zapatae,,Orchidaceae,Masdevallia,zapatae,EN,Aceptado,Luer & R.Escobar,gbif.org/species/2848890
Árbol,Miltoniopsis phalaenopsis,Santa Bárbara | Pensamiento de monte,Orchidaceae,Miltoniopsis,phalaenopsis,VU,Aceptado,(Linden & Rchb.f.) Garay & Dunst.,gbif.org/species/2850635
Árbol,Miltoniopsis vexillaria,Josefina | Orquídea pensamiento,Orchidaceae,Miltoniopsis,vexillaria,VU,Aceptado,(Rchb.f.) God.-Leb.,gbif.org/species/2850620
Árbol,Odontoglossum aspidorhinum,,Orchidaceae,Odontoglossum,aspidorhinum,VU,Sinónimo,F.Lehm.,gbif.org/species/166228659
Árbol,Odontoglossum blandum,,Orchidaceae,Odontoglossum,blandum,VU,Sinónimo,Rchb.f.,gbif.org/species/166228661
Árbol,Odontoglossum crinitum,,Orchidaceae,Odontoglossum,crinitum,VU,Sinónimo,Rchb.f.,gbif.org/species/166228518
Árbol,Odontoglossum crocidipterum,,Orchidaceae,Odontoglossum,crocidipterum,VU,Sinónimo,Rchb.f.,gbif.org/species/166228657
Árbol,Odontoglossum gloriosum,,Orchidaceae,Odontoglossum,gloriosum,VU,Sinónimo,Linden & Rchb.f.,gbif.org/species/166228672
Árbol,Odontoglossum harryanum,,Orchidaceae,Odontoglossum,harryanum,EN,Sinónimo,Rchb.f.,gbif.org/species/166228540
Árbol,Odontoglossum mirandum,,Orchidaceae,Odontoglossum,mirandum,VU,Sinónimo,Rchb.f.,gbif.org/species/166228667
Árbol,Odontoglossum naevium,,Orchidaceae,Odontoglossum,naevium,VU,Sinónimo,Lindl.,gbif.org/species/166228529
Árbol,Odontoglossum nevadense,,Orchidaceae,Odontoglossum,nevadense,EN,Sinónimo,Rchb.f.,gbif.org/species/166228525
Árbol,Odontoglossum povedanum,,Orchidaceae,Odontoglossum,povedanum,CR,Sinónimo,P.Ortiz,gbif.org/species/166228663
Árbol,Odontoglossum praenitens,,Orchidaceae,Odontoglossum,praenitens,VU,Sinónimo,Rchb.f.,gbif.org/species/166228511
Árbol,Odontoglossum revolutum,,Orchidaceae,Odontoglossum,revolutum,VU,Sinónimo,Lindl.,gbif.org/species/166229133
Árbol,Odontoglossum rhynchanthum,,Orchidaceae,Odontoglossum,rhynchanthum,EN,Sinónimo,Rchb.f.,gbif.org/species/166228547
Árbol,Odontoglossum subuligerum,,Orchidaceae,Odontoglossum,subuligerum,VU,Sinónimo,Rchb.f.,gbif.org/species/2821271
Árbol,Odontoglossum tripudians,,Orchidaceae,Odontoglossum,tripudians,VU,Sinónimo,Rchb.f. & Warsz.,gbif.org/species/166228531
Árbol,Odontoglossum wallisii,,Orchidaceae,Odontoglossum,wallisii,VU,Sinónimo,Linden & Rchb.f.,gbif.org/species/166228521
Árbol,Oncidium alberti,,Orchidaceae,Oncidium,alberti,VU,Aceptado,(P.Ortiz) M.W.Chase & N.H.Williams,gbif.org/species/6315135
Árbol,Oncidium alvarezii,,Orchidaceae,Oncidium,alvarezii,CR,Aceptado,(P.Ortiz) M.W.Chase & N.H.Williams,gbif.org/species/6315149
Árbol,Oncidium auriculatum,,Orchidaceae,Oncidium,auriculatum,VU,Aceptado,(Rolfe) M.W.Chase & N.H.Williams,gbif.org/species/5543287
Árbol,Oncidium cuculligerum,,Orchidaceae,Oncidium,cuculligerum,EN,Aceptado,(Schltr.) M.W.Chase & N.H.Williams,gbif.org/species/5826373
Árbol,Oncidium decorum,,Orchidaceae,Oncidium,decorum,EN,Aceptado,Königer,gbif.org/species/5322529
Árbol,Oncidium nevadense,,Orchidaceae,Oncidium,nevadense,CR,Aceptado,(Rchb.f.) M.W.Chase & N.H.Williams,gbif.org/species/5826335
Árbol,Oncidium nobile,,Orchidaceae,Oncidium,nobile,VU,Aceptado,(Rchb.f.) M.W.Chase & N.H.Williams,gbif.org/species/5826320
Árbol,Oncidium panduratoides,,Orchidaceae,Oncidium,panduratoides,EN,Aceptado,M.W.Chase & N.H.Williams,gbif.org/species/6315178
Árbol,Oncidium povedanum,,Orchidaceae,Oncidium,povedanum,CR,Aceptado,(P.Ortiz) M.W.Chase & N.H.Williams,gbif.org/species/5826362
Árbol,Otoglossum arminii,,Orchidaceae,Otoglossum,arminii,VU,Aceptado,(Rchb.f.) Garay & Dunst.,gbif.org/species/2832588
Árbol,Peristeria cochlearis,,Orchidaceae,Peristeria,cochlearis,CR,Aceptado,Garay,gbif.org/species/5307513
Árbol,Phragmipedium schlimii,,Orchidaceae,Phragmipedium,schlimii,EN,Aceptado,(Linden ex Rchb.f.) Rolfe,gbif.org/species/2814274
Árbol,Pleurothallis killipii,,Orchidaceae,Pleurothallis,killipii,VU,Aceptado,Garay,gbif.org/species/2787067
Árbol,Pleurothallis mundula,,Orchidaceae,Pleurothallis,mundula,EN,Aceptado,Luer & R.Escobar,gbif.org/species/2786647
Árbol,Polycycnis lehmannii,,Orchidaceae,Polycycnis,lehmannii,CR,Aceptado,Rolfe,gbif.org/species/2796696
Árbol,Polycycnis villegasiana,,Orchidaceae,Polycycnis,villegasiana,CR,Aceptado,G.Gerlach,gbif.org/species/2796701
Árbol,Pterichis colombiana,,Orchidaceae,Pterichis,colombiana,CR,Aceptado,G.Morales,gbif.org/species/2850728
Árbol,Restrepia aristulifera,,Orchidaceae,Restrepia,aristulifera,VU,Aceptado,Garay & Dunst.,gbif.org/species/2817257
Árbol,Restrepia aspasicensis,,Orchidaceae,Restrepia,aspasicensis,CR,Aceptado,Rchb.f.,gbif.org/species/2817332
Árbol,Restrepia chameleon,,Orchidaceae,Restrepia,chameleon,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817270
Árbol,Restrepia chocoensis,,Orchidaceae,Restrepia,chocoensis,EN,Aceptado,Garay,gbif.org/species/2817263
Árbol,Restrepia chrysoglossa,,Orchidaceae,Restrepia,chrysoglossa,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817255
Árbol,Restrepia cuprea,,Orchidaceae,Restrepia,cuprea,EN,Aceptado,Luer & R.Escobar,gbif.org/species/2817279
Árbol,Restrepia echinata,,Orchidaceae,Restrepia,echinata,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817256
Árbol,Restrepia echo,,Orchidaceae,Restrepia,echo,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817330
Árbol,Restrepia escobariana,,Orchidaceae,Restrepia,escobariana,VU,Aceptado,Luer,gbif.org/species/2817346
Árbol,Restrepia falkenbergii,,Orchidaceae,Restrepia,falkenbergii,EN,Aceptado,Rchb.f.,gbif.org/species/2817296
Árbol,Restrepia limbata,,Orchidaceae,Restrepia,limbata,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817327
Árbol,Restrepia metae,,Orchidaceae,Restrepia,metae,VU,Aceptado,Luer,gbif.org/species/2817293
Árbol,Restrepia nittiorhyncha,,Orchidaceae,Restrepia,nittiorhyncha,EN,Aceptado,(Lindl.) Garay,gbif.org/species/2817280
Árbol,Restrepia pandurata,,Orchidaceae,Restrepia,pandurata,CR,Aceptado,Rchb.f.,gbif.org/species/2817328
Árbol,Restrepia purpurea,,Orchidaceae,Restrepia,purpurea,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817297
Árbol,Restrepia sanguinea,,Orchidaceae,Restrepia,sanguinea,VU,Aceptado,Rolfe,gbif.org/species/2817258
Árbol,Restrepia seketii,,Orchidaceae,Restrepia,seketii,VU,Aceptado,Luer & R.Escobar,gbif.org/species/2817294
Árbol,Restrepia tabeae,,Orchidaceae,Restrepia,tabeae,VU,Aceptado,H.Mohr,gbif.org/species/2817285
Árbol,Restrepia tsubotae,,Orchidaceae,Restrepia,tsubotae,EN,Aceptado,Luer & R.Escobar,gbif.org/species/2817287
Árbol,Sievekingia colombiana,,Orchidaceae,Sievekingia,colombiana,EN,Aceptado,Garay,gbif.org/species/2806910
Árbol,Sievekingia filifera,,Orchidaceae,Sievekingia,filifera,EN,Aceptado,Dressler,gbif.org/species/2806911
Árbol,Sigmatostalix pandurata,,Orchidaceae,Sigmatostalix,pandurata,EN,Sinónimo,Schltr.,gbif.org/species/166229844
Árbol,Stanhopea platyceras,,Orchidaceae,Stanhopea,platyceras,VU,Aceptado,Rchb.f.,gbif.org/species/2801561
Árbol,Stanhopea shuttleworthii,,Orchidaceae,Stanhopea,shuttleworthii,VU,Aceptado,Rchb.f.,gbif.org/species/2801606
Árbol,Stanhopea tolimensis,,Orchidaceae,Stanhopea,tolimensis,CR,Aceptado,G.Gerlach,gbif.org/species/6314844
Árbol,Trevoria chloris,,Orchidaceae,Trevoria,chloris,CR,Aceptado,F.Lehm.,gbif.org/species/5305897
Árbol,Trigonochilum bachmannii,,Orchidaceae,Trigonochilum,bachmannii,VU,Sinónimo,(I.Bock) Senghas,gbif.org/species/2832831
Árbol,Passiflora bracteosa,Curuba de Santander,Passifloraceae,Passiflora,bracteosa,EN,Aceptado,Planch. & Linden ex Triana & Planch.,gbif.org/species/3586994
Árbol,Passiflora bucaramangensis,Pasiflora de Bucaramanga,Passifloraceae,Passiflora,bucaramangensis,EN,Aceptado,Killip,gbif.org/species/3586876
Árbol,Passiflora callistemma,Pasiflora de Morales,Passifloraceae,Passiflora,callistemma,VU,Aceptado,L.K.Escobar,gbif.org/species/3586597
Árbol,Passiflora colombiana,Curuba pastusa,Passifloraceae,Passiflora,colombiana,EN,Aceptado,L.K.Escobar,gbif.org/species/3587500
Árbol,Passiflora cremastantha,Curuba de Coconuco,Passifloraceae,Passiflora,cremastantha,CR,Aceptado,Harms,gbif.org/species/3587272
Árbol,Passiflora crispolanata,Curuba crespa,Passifloraceae,Passiflora,crispolanata,VU,Aceptado,Uribe,gbif.org/species/3587257
Árbol,Passiflora dawei,Pasiflora de Cundinamarca,Passifloraceae,Passiflora,dawei,VU,Aceptado,Killip,gbif.org/species/3587843
Árbol,Passiflora engleriana,Pasiflora de Engler,Passifloraceae,Passiflora,engleriana,EN,Aceptado,Harms,gbif.org/species/3588005
Árbol,Passiflora erythrophylla,Pasiflora de hojitas rojas,Passifloraceae,Passiflora,erythrophylla,VU,Aceptado,Mast.,gbif.org/species/3587908
Árbol,Passiflora haughtii,Pasiflora del Carare,Passifloraceae,Passiflora,haughtii,VU,Aceptado,Killip,gbif.org/species/3588084
Árbol,Passiflora jardinensis,Curuba de Jardín,Passifloraceae,Passiflora,jardinensis,VU,Aceptado,L.K.Escobar,gbif.org/species/3587181
Árbol,Passiflora lindeniana,Pasiflora de Linden,Passifloraceae,Passiflora,lindeniana,EN,Aceptado,Planch. ex Triana & Planch.,gbif.org/species/3586581
Árbol,Passiflora linearistipula,Curuba del Ruiz,Passifloraceae,Passiflora,linearistipula,VU,Aceptado,L.K.Escobar,gbif.org/species/3586550
Árbol,Passiflora magdalenae,Curuba del Magdalena,Passifloraceae,Passiflora,magdalenae,VU,Aceptado,Triana & Planch.,gbif.org/species/3587778
Árbol,Passiflora magnifica,Granadilla magnífica,Passifloraceae,Passiflora,magnifica,VU,Aceptado,L.K.Escobar,gbif.org/species/3587758
Árbol,Passiflora pamplonensis,Curuba de Pamplona,Passifloraceae,Passiflora,pamplonensis,CR,Aceptado,Triana & Planch.,gbif.org/species/3587578
Árbol,Passiflora pennellii,Pasiflora de Quetame,Passifloraceae,Passiflora,pennellii,VU,Aceptado,Killip,gbif.org/species/3587199
Árbol,Passiflora semiciliosa,Palcha,Passifloraceae,Passiflora,semiciliosa,VU,Aceptado,Triana & Planch.,gbif.org/species/3586832
Árbol,Passiflora sierrae,Pasiflora de la Sierra,Passifloraceae,Passiflora,sierrae,VU,Aceptado,L.K.Escobar,gbif.org/species/3586619
Árbol,Passiflora tenerifensis,Curuba de Tenerife,Passifloraceae,Passiflora,tenerifensis,VU,Aceptado,L.K.Escobar,gbif.org/species/3587705
Árbol,Passiflora trianae,Curuba de Triana,Passifloraceae,Passiflora,trianae,EN,Aceptado,Killip,gbif.org/species/3587289
Árbol,Passiflora trisulca,Gulupa paisa,Passifloraceae,Passiflora,trisulca,EN,Aceptado,Mast.,gbif.org/species/3586956
Árbol,Passiflora uribei,Curuba de Uribe,Passifloraceae,Passiflora,uribei,VU,Aceptado,L.K.Escobar,gbif.org/species/3586663
Árbol,Freziera sericea,Cerezo,Pentaphylacaceae,Freziera,sericea,EN,Aceptado,Humb. & Bonpl.,gbif.org/species/7313889
Árbol,Peperomia andrei,,Piperaceae,Peperomia,andrei,EN,Aceptado,C.DC.,gbif.org/species/4190099
Árbol,Peperomia santanderana,,Piperaceae,Peperomia,santanderana,EN,Aceptado,Trel. & Yunck.,gbif.org/species/4188141
Árbol,Piper insignilaminum,,Piperaceae,Piper,insignilaminum,VU,Aceptado,Trel. & Yunck.,gbif.org/species/4184582
Árbol,Piper sabaletasanum,,Piperaceae,Piper,sabaletasanum,CR,Aceptado,Trel. & Yunck.,gbif.org/species/4184642
Árbol,Piper subtomentosum,,Piperaceae,Piper,subtomentosum,CR,Aceptado,Trel. & Yunck.,gbif.org/species/4185740
Árbol,Aragoa abscondita,,Plantaginaceae,Aragoa,abscondita,VU,Aceptado,Fern.Alonso,gbif.org/species/3727996
Árbol,Aragoa corrugatifolia,,Plantaginaceae,Aragoa,corrugatifolia,VU,Aceptado,Fern.Alonso,gbif.org/species/3728111
Árbol,Aragoa cupressina,,Plantaginaceae,Aragoa,cupressina,EN,Aceptado,H.B. & K.,gbif.org/species/7755004
Árbol,Aragoa dugandii,,Plantaginaceae,Aragoa,dugandii,EN,Aceptado,Romero,gbif.org/species/3728240
Árbol,Aragoa hammenii,,Plantaginaceae,Aragoa,hammenii,CR,Aceptado,Fern.Alonso,gbif.org/species/3728323
Árbol,Aragoa parviflora,,Plantaginaceae,Aragoa,parviflora,CR,Aceptado,Fern.Alonso & Castrov.,gbif.org/species/3728589
Árbol,Aragoa perez-arbelaeziana,,Plantaginaceae,Aragoa,perez-arbelaeziana,EN,Aceptado,Romero,gbif.org/species/3728616
Árbol,Aragoa picachensis,,Plantaginaceae,Aragoa,picachensis,CR,Aceptado,Fern.Alonso,gbif.org/species/3728656
Árbol,Podocarpus guatemalensis,Chaquiro dulce,Podocarpaceae,Podocarpus,guatemalensis,VU,Aceptado,Standl.,gbif.org/species/5285893
Árbol,Podocarpus oleifolius,Pino colombiano,Podocarpaceae,Podocarpus,oleifolius,VU,Aceptado,D.Don,gbif.org/species/5286006
Árbol,Prumnopitys harmsiana,Pino chaquiro,Podocarpaceae,Prumnopitys,harmsiana,VU,Aceptado,(Pilg.) de Laub.,gbif.org/species/2687261
Árbol,Prumnopitys montana,Pino de montaña,Podocarpaceae,Prumnopitys,montana,VU,Aceptado,(Humb. & Bonpl. ex Willd.) de Laub.,gbif.org/species/2687271
Árbol,Acanthocladus colombianus,Manteco,Polygalaceae,Acanthocladus,colombianus,CR,Aceptado,Aymard & J.F.B.Pastore,gbif.org/species/7434040
Árbol,Triplaris purdiei,,Polygonaceae,Triplaris,purdiei,VU,Aceptado,Meisn.,gbif.org/species/4037728
Árbol,Ardisia killipii,,Primulaceae,Ardisia,killipii,CR,Aceptado,A.C.Sm.,gbif.org/species/5557996
Árbol,Clavija cauliflora,Durazno de monte,Primulaceae,Clavija,cauliflora,EN,Aceptado,Regel,gbif.org/species/3585658
Árbol,Clavija grandis,,Primulaceae,Clavija,grandis,EN,Aceptado,Decne.,gbif.org/species/3585483
Árbol,Clavija killipii,,Primulaceae,Clavija,killipii,EN,Aceptado,B.Ståhl,gbif.org/species/3585676
Árbol,Clavija plumbea,manzano,Primulaceae,Clavija,plumbea,CR,Aceptado,B.Ståhl,gbif.org/species/3585604
Árbol,Clavija sanctae-martae,,Primulaceae,Clavija,sanctae-martae,VU,Aceptado,B.Ståhl,gbif.org/species/3585437
Árbol,Cybianthus cogolloi,,Primulaceae,Cybianthus,cogolloi,EN,Aceptado,Pipoly,gbif.org/species/3718708
Árbol,Geissanthus callejasii,,Primulaceae,Geissanthus,callejasii,EN,Aceptado,Pipoly,gbif.org/species/3719268
Árbol,Geissanthus cestrifolius,Cacho de venado,Primulaceae,Geissanthus,cestrifolius,VU,Aceptado,(Kunth) Mez,gbif.org/species/3719234
Árbol,Geissanthus francoae,Huesito,Primulaceae,Geissanthus,francoae,VU,Aceptado,Pipoly,gbif.org/species/3719112
Árbol,Geissanthus goudotianus,,Primulaceae,Geissanthus,goudotianus,EN,Aceptado,Mez,gbif.org/species/3719077
Árbol,Geissanthus kalbreyeri,Colorado,Primulaceae,Geissanthus,kalbreyeri,VU,Aceptado,Mez,gbif.org/species/3719056
Árbol,Geissanthus sessiliflorus,Tampaco,Primulaceae,Geissanthus,sessiliflorus,CR,Aceptado,A.C.Sm.,gbif.org/species/3718783
Árbol,Hymenandra callejasii,,Primulaceae,Hymenandra,callejasii,EN,Aceptado,(Pipoly) Pipoly & Ricketson,gbif.org/species/3722328
Árbol,Myrsine paramensis,,Primulaceae,Myrsine,paramensis,EN,Aceptado,(Cuatrec.) Pipoly,gbif.org/species/3720406
Árbol,Myrsine perreticulata,,Primulaceae,Myrsine,perreticulata,CR,Aceptado,Pipoly,gbif.org/species/3720244
Árbol,Karwinskia colombiana,,Rhamnaceae,Karwinskia,colombiana,EN,Aceptado,Dugand & M.C.Johnst.,gbif.org/species/3875136
Árbol,Cassipourea floribunda,,Rhizophoraceae,Cassipourea,floribunda,VU,Aceptado,Cuatrec.,gbif.org/species/3873965
Árbol,Arachnothryx educta,,Rubiaceae,Arachnothryx,educta,EN,Aceptado,(Standl. ex Steyerm.) Steyerm.,gbif.org/species/2897636
Árbol,Arachnothryx euryphylla,,Rubiaceae,Arachnothryx,euryphylla,VU,Aceptado,(Standl.) Steyerm.,gbif.org/species/2897371
Árbol,Arachnothryx guettardioides,,Rubiaceae,Arachnothryx,guettardioides,CR,Aceptado,Standl. ex Steyerm.,gbif.org/species/2897263
Árbol,Chomelia longiflora,,Rubiaceae,Chomelia,longiflora,CR,Aceptado,(Standl. ex Steyerm.) Steyerm.,gbif.org/species/5337304
Árbol,Coussarea antioquiana,,Rubiaceae,Coussarea,antioquiana,VU,Aceptado,C.M.Taylor,gbif.org/species/2904757
Árbol,Coussarea insolita,,Rubiaceae,Coussarea,insolita,EN,Aceptado,(Standl.) C.M.Taylor,gbif.org/species/8938052
Árbol,Elaeagia barbata,,Rubiaceae,Elaeagia,barbata,CR,Aceptado,Steyerm.,gbif.org/species/2918929
Árbol,Guettarda ocoteifolia,,Rubiaceae,Guettarda,ocoteifolia,EN,Aceptado,Standl.,gbif.org/species/2894719
Árbol,Joosia antioquiana,,Rubiaceae,Joosia,antioquiana,EN,Aceptado,C.M.Taylor,gbif.org/species/8026590
Árbol,Macrocnemum stylocarpum,,Rubiaceae,Macrocnemum,stylocarpum,CR,Aceptado,H.Karst.,gbif.org/species/2895635
Árbol,Palicourea antioquiana,,Rubiaceae,Palicourea,antioquiana,VU,Aceptado,Standl.,gbif.org/species/2899056
Árbol,Palicourea denslowiae,,Rubiaceae,Palicourea,denslowiae,EN,Aceptado,J.H.Kirkbr.,gbif.org/species/2899183
Árbol,Palicourea killipii,Mortiño,Rubiaceae,Palicourea,killipii,VU,Aceptado,Standl.,gbif.org/species/2899339
Árbol,Psychotria altiplanensis,,Rubiaceae,Psychotria,altiplanensis,EN,Aceptado,Standl. ex Steyerm.,gbif.org/species/2922696
Árbol,Psychotria gallerana,,Rubiaceae,Psychotria,gallerana,VU,Aceptado,Standl.,gbif.org/species/2920610
Árbol,Psychotria ovatistipula,,Rubiaceae,Psychotria,ovatistipula,EN,Aceptado,C.M.Taylor,gbif.org/species/2921339
Árbol,Rudgea vallis,,Rubiaceae,Rudgea,vallis,VU,Aceptado,(Standl. ex Steyerm.) C.M.Taylor,gbif.org/species/2910774
Árbol,Simira cesariana,Berraquillo,Rubiaceae,Simira,cesariana,EN,Aceptado,C.M.Taylor,gbif.org/species/5335265
Árbol,Simira hirsuta,,Rubiaceae,Simira,hirsuta,EN,Aceptado,C.M.Taylor,gbif.org/species/5335245
Árbol,Zanthoxylum gentryi,,Rutaceae,Zanthoxylum,gentryi,VU,Aceptado,Reynel,gbif.org/species/3838196
Árbol,Meliosma antioquiensis,,Sabiaceae,Meliosma,antioquiensis,EN,Aceptado,Cornejo,gbif.org/species/3838531
Árbol,Meliosma caucana,,Sabiaceae,Meliosma,caucana,CR,Aceptado,Cuatrec. & Idrobo,gbif.org/species/3838354
Árbol,Meliosma cundinamarcensis,Baboso | Babillo | Calabazo,Sabiaceae,Meliosma,cundinamarcensis,VU,Aceptado,Cuatrec. & Idrobo,gbif.org/species/3838517
Árbol,Meliosma glossophylla,Granadillo,Sabiaceae,Meliosma,glossophylla,VU,Aceptado,Cuatrec.,gbif.org/species/3838477
Árbol,Meliosma lindae,,Sabiaceae,Meliosma,lindae,CR,Aceptado,Cuatrec.,gbif.org/species/3838473
Árbol,Neosprucea sararensis,,Salicaceae,Neosprucea,sararensis,EN,Aceptado,Cuatrec.,gbif.org/species/166191981
Árbol,Xylosma obovata,,Salicaceae,Xylosma,obovata,VU,Aceptado,(H.Karst.) Triana & Planch.,gbif.org/species/3879539
Árbol,Phoradendron longissimum,,Santalaceae,Phoradendron,longissimum,CR,Aceptado,Kuijt,gbif.org/species/4068674
Árbol,Phoradendron lorifolium,,Santalaceae,Phoradendron,lorifolium,EN,Aceptado,Kuijt,gbif.org/species/4068658
Árbol,Cupania semiglabra,,Sapindaceae,Cupania,semiglabra,EN,Aceptado,Cuatrec.,gbif.org/species/3784610
Árbol,Melicoccus antioquensis,Mamoncillo silvestre,Sapindaceae,Melicoccus,antioquensis,CR,Aceptado,Acev.-Rodr.,gbif.org/species/3788377
Árbol,Paullinia globosa,,Sapindaceae,Paullinia,globosa,VU,Aceptado,Killip & Cuatrec.,gbif.org/species/3784349
Árbol,Talisia stricta,Matapuerco,Sapindaceae,Talisia,stricta,VU,Aceptado,Triana & Planch. ex Radlk.,gbif.org/species/3787899
Árbol,Chrysophyllum euryphyllum,,Sapotaceae,Chrysophyllum,euryphyllum,EN,Aceptado,T.D.Penn.,gbif.org/species/2885903
Árbol,Siparuna lozaniana,Limoncillo,Siparunaceae,Siparuna,lozaniana,VU,Aceptado,S.S.Renner & Hausner,gbif.org/species/3783009
Árbol,Cestrum killipii,,Solanaceae,Cestrum,killipii,CR,Aceptado,Francey,gbif.org/species/3802775
Árbol,Solanum humboldtianum,,Solanaceae,Solanum,humboldtianum,EN,Aceptado,Granados-Tochoy & S.Knapp,gbif.org/species/2929315
Árbol,Styrax lasiocalyx,,Styracaceae,Styrax,lasiocalyx,CR,Aceptado,Perkins,gbif.org/species/5541446
Árbol,Styrax schultzei,,Styracaceae,Styrax,schultzei,CR,Aceptado,Perkins,gbif.org/species/5541434
Árbol,Symplocos lehmannii,,Symplocaceae,Symplocos,lehmannii,EN,Aceptado,Brand,gbif.org/species/3643546
Árbol,Symplocos phaeoneura,,Symplocaceae,Symplocos,phaeoneura,VU,Aceptado,B.Stahl,gbif.org/species/3643578
Árbol,Symplocos pichindensis,,Symplocaceae,Symplocos,pichindensis,CR,Aceptado,Cuatrec.,gbif.org/species/3643507
Árbol,Symplocos quindiuensis,,Symplocaceae,Symplocos,quindiuensis,VU,Aceptado,Brand,gbif.org/species/3643805
Árbol,Symplocos rhomboidea,,Symplocaceae,Symplocos,rhomboidea,EN,Aceptado,B.Stahl,gbif.org/species/3643420
Árbol,Symplocos trianae,,Symplocaceae,Symplocos,trianae,EN,Aceptado,Brand,gbif.org/species/3643592
Árbol,Symplocos venulosa,,Symplocaceae,Symplocos,venulosa,VU,Aceptado,Cuatrec.,gbif.org/species/3643127
Árbol,Daphnopsis anomala,Falso Mare,Thymelaeaceae,Daphnopsis,anomala,EN,Aceptado,(Kunth) Domke,gbif.org/species/3568420
Árbol,Ampelocera albertiae,Costillo,Ulmaceae,Ampelocera,albertiae,EN,Aceptado,Todzia,gbif.org/species/4160189
Árbol,Cecropia goudotiana,Yarumo,Urticaceae,Cecropia,goudotiana,EN,Aceptado,Trécul,gbif.org/species/4013446
Árbol,Cecropia multisecta,,Urticaceae,Cecropia,multisecta,EN,Aceptado,P.Franco & C.C.Berg,gbif.org/species/4013499
Árbol,Coussapoa tolimensis,,Urticaceae,Coussapoa,tolimensis,EN,Aceptado,C.C.Berg,gbif.org/species/4013560
Árbol,Citharexylum vallense,,Verbenaceae,Citharexylum,vallense,EN,Aceptado,Moldenke,gbif.org/species/166209957
Árbol,Viburnum antioquiense,,Viburnaceae,Viburnum,antioquiense,EN,Aceptado,Killip & A.C.Sm.,gbif.org/species/3855693
Árbol,Viburnum axillare,,Viburnaceae,Viburnum,axillare,EN,Aceptado,Triana,gbif.org/species/8216265
Árbol,Viburnum lehmannii,,Viburnaceae,Viburnum,lehmannii,VU,Aceptado,Killip & A.C.Sm.,gbif.org/species/3856385
Árbol,Viburnum subsessile,,Viburnaceae,Viburnum,subsessile,EN,Aceptado,Killip & A.C.Sm.,gbif.org/species/3855547
Árbol,Viburnum suratense,,Viburnaceae,Viburnum,suratense,EN,Aceptado,Killip & A.C.Sm.,gbif.org/species/3855490
Árbol,Rinorea antioquiensis,,Violaceae,Rinorea,antioquiensis,EN,Aceptado,L.B.Sm. & A.Fernández,gbif.org/species/4077414
Árbol,Rinorea cordata,,Violaceae,Rinorea,cordata,EN,Aceptado,L.B.Sm. & A.Fernández,gbif.org/species/4076570
Árbol,Rinorea hymenosepala,,Violaceae,Rinorea,hymenosepala,EN,Aceptado,S.F.Blake,gbif.org/species/4075513
Árbol,Rinorea marginata,,Violaceae,Rinorea,marginata,EN,Aceptado,(Triana & Planch.) Rusby ex J.R.Johnst.,gbif.org/species/4074801
Árbol,Vochysia antioquiae,,Vochysiaceae,Vochysia,antioquiae,EN,Aceptado,Sanoja & Marc.-Berti,gbif.org/species/166187128
Árbol,Vochysia artantha,,Vochysiaceae,Vochysia,artantha,EN,Aceptado,Stafleu,gbif.org/species/4030818
Árbol,Vochysia magna,,Vochysiaceae,Vochysia,magna,EN,Aceptado,Stafleu,gbif.org/species/4030861
Árbol,Vochysia pacifica,Sorogá,Vochysiaceae,Vochysia,pacifica,EN,Aceptado,Cuatrec.,gbif.org/species/4030489
Árbol,Zamia amplifolia,Zamia de Anchicayá,Zamiaceae,Zamia,amplifolia,EN,Aceptado,W.Bull ex Mast.,gbif.org/species/5638624
Árbol,Zamia disodon,Zamia dentada,Zamiaceae,Zamia,disodon,EN,Aceptado,D.W.Stev. & Sabato,gbif.org/species/5284129
Árbol,Zamia encephalartoides,Zamia de Las Rocas,Zamiaceae,Zamia,encephalartoides,EN,Aceptado,D.W.Stev.,gbif.org/species/5284080
Árbol,Zamia huilensis,,Zamiaceae,Zamia,huilensis,EN,Aceptado,"Calonje, H.E.Esquivel & D.W.Stev.",gbif.org/species/7447872
Árbol,Zamia incognita,,Zamiaceae,Zamia,incognita,EN,Aceptado,A.Lindstr. & Idárraga,gbif.org/species/7626332
Árbol,Zamia melanorrhachis,,Zamiaceae,Zamia,melanorrhachis,EN,Aceptado,D.W.Stev.,gbif.org/species/5284163
