grupo,nombre cientifico,Nombre común,Familia,Género,Epíteto específico,Categoría de amenaza,Estado taxonómico,Autoría nombre científico,Identificador del taxón
Palma,Acoelorraphe wrightii,Wild Pop Thatch,Arecaceae,Acoelorraphe,wrightii,VU,Aceptado,(Griseb. & H.Wendl.) Becc.,gbif.org/species/166199832
Palma,Aiphanes acaulis,Mararay sin tallo,Arecaceae,Aiphanes,acaulis,EN,Aceptado,Galeano & R.Bernal,gbif.org/species/2738692
Palma,Aiphanes buenaventurae,,Arecaceae,Aiphanes,buenaventurae,EN,Aceptado,R.Bernal & Borchs.,gbif.org/species/7860099
Palma,Aiphanes duquei,Mararay de Duque,Arecaceae,Aiphanes,duquei,EN,Aceptado,Burret,gbif.org/species/2738682
Palma,Aiphanes gelatinosa,Mararay Gelatinoso,Arecaceae,Aiphanes,gelatinosa,EN,Aceptado,H.E.Moore,gbif.org/species/2738667
Palma,Aiphanes graminifolia,Mararay macanillo,Arecaceae,Aiphanes,graminifolia,CR,Aceptado,Galeano & R.Bernal,gbif.org/species/2738691
Palma,Aiphanes killipii,,Arecaceae,Aiphanes,killipii,CR,Aceptado,(Burret) Burret,gbif.org/species/2738655
Palma,Aiphanes leiostachys,Mararay de San Carlos,Arecaceae,Aiphanes,leiostachys,CR,Aceptado,Burret,gbif.org/species/2738694
Palma,Aiphanes lindeniana,,Arecaceae,Aiphanes,lindeniana,EN,Aceptado,(H.Wendl.) H.Wendl.,gbif.org/species/2738716
Palma,Aiphanes parvifolia,Mararay hojipequeño,Arecaceae,Aiphanes,parvifolia,EN,Aceptado,Burret,gbif.org/species/2738666
Palma,Aiphanes pilaris,Marary de pilar,Arecaceae,Aiphanes,pilaris,CR,Aceptado,R.Bernal,gbif.org/species/2738663
Palma,Astrocaryum malybo,Palma estera,Arecaceae,Astrocaryum,malybo,EN,Aceptado,H.Karst.,gbif.org/species/2738128
Palma,Astrocaryum triandrum,Guatinajo,Arecaceae,Astrocaryum,triandrum,EN,Aceptado,"Galeano, R.Bernal & F.Kahn",gbif.org/species/2738138
Palma,Attalea amygdalina,Táparo del Río Cauca,Arecaceae,Attalea,amygdalina,EN,Aceptado,Kunth,gbif.org/species/2732713
Palma,Attalea cohune,Mamarrón,Arecaceae,Attalea,cohune,EN,Aceptado,Mart.,gbif.org/species/2732676
Palma,Attalea colenda,Palma Real de Tumaco,Arecaceae,Attalea,colenda,EN,Aceptado,(O.F.Cook) Balslev & A.J.Hend.,gbif.org/species/2732716
Palma,Attalea iguadummat,,Arecaceae,Attalea,iguadummat,VU,Aceptado,de Nevers,gbif.org/species/2732804
Palma,Attalea nucifera,Almendrón,Arecaceae,Attalea,nucifera,VU,Aceptado,H.Karst.,gbif.org/species/2732819
Palma,Bactris charnleyae,,Arecaceae,Bactris,charnleyae,VU,Aceptado,"de Nevers, A.J.Hend. & Grayum",gbif.org/species/2732936
Palma,Bactris rostrata,Chacarrá picudo,Arecaceae,Bactris,rostrata,VU,Aceptado,Galeano & R.Bernal,gbif.org/species/2733117
Palma,Calyptrogyne costatifrons,,Arecaceae,Calyptrogyne,costatifrons,VU,Aceptado,(L.H.Bailey) de Nevers,gbif.org/species/2732323
Palma,Ceroxylon alpinum,Palma de cera de la zona cafetera,Arecaceae,Ceroxylon,alpinum,EN,Aceptado,Bonpl. ex DC.,gbif.org/species/2731822
Palma,Ceroxylon ceriferum,,Arecaceae,Ceroxylon,ceriferum,EN,Aceptado,(H.Karst.) Pittier,gbif.org/species/2731851
Palma,Ceroxylon parvifrons,,Arecaceae,Ceroxylon,parvifrons,VU,Aceptado,(Engel) H.Wendl.,gbif.org/species/2731844
Palma,Ceroxylon quindiuense,Palma de cera del Quindío,Arecaceae,Ceroxylon,quindiuense,EN,Aceptado,(H.Karst.) H.Wendl.,gbif.org/species/2731831
Palma,Ceroxylon sasaimae,Palma de Cera de Sasaima,Arecaceae,Ceroxylon,sasaimae,EN,Aceptado,Galeano,gbif.org/species/2731843
Palma,Ceroxylon ventricosum,Palma de cera barrigona,Arecaceae,Ceroxylon,ventricosum,EN,Aceptado,Burret,gbif.org/species/2731829
Palma,Ceroxylon vogelianum,,Arecaceae,Ceroxylon,vogelianum,VU,Aceptado,(Engel) H.Wendl.,gbif.org/species/2731834
Palma,Chamaedorea pumila,,Arecaceae,Chamaedorea,pumila,VU,Aceptado,H.Wendl.,gbif.org/species/166200176
Palma,Chamaedorea pygmaea,Molinillo enano,Arecaceae,Chamaedorea,pygmaea,VU,Aceptado,H.Wendl.,gbif.org/species/2734587
Palma,Chamaedorea ricardoi,Molinillo de Ricardo,Arecaceae,Chamaedorea,ricardoi,EN,Aceptado,"R.Bernal, Galeano & Hodel",gbif.org/species/2734534
Palma,Chamaedorea subjectifolia,,Arecaceae,Chamaedorea,subjectifolia,VU,Aceptado,Hodel,gbif.org/species/2734705
Palma,Coccothrinax argentata,Palmicha de Providencia,Arecaceae,Coccothrinax,argentata,EN,Aceptado,(Jacq.) L.H.Bailey,gbif.org/species/2735294
Palma,Cryosophila kalbreyeri,Palma Escoba,Arecaceae,Cryosophila,kalbreyeri,VU,Aceptado,(Dammer ex Burret) Dahlgren,gbif.org/species/2731944
Palma,Elaeis oleifera,Nolí,Arecaceae,Elaeis,oleifera,EN,Aceptado,(Kunth) Cortés,gbif.org/species/8791596
Palma,Geonoma bernalii,,Arecaceae,Geonoma,bernalii,EN,Aceptado,A.J.Hend.,gbif.org/species/8424934
Palma,Geonoma chlamydostachys,Geonoma del Magdalena,Arecaceae,Geonoma,chlamydostachys,VU,Aceptado,Galeano,gbif.org/species/2734322
Palma,Geonoma galeanoae,,Arecaceae,Geonoma,galeanoae,VU,Aceptado,A.J.Hend.,gbif.org/species/7890594
Palma,Geonoma santanderensis,Geonoma de Santander,Arecaceae,Geonoma,santanderensis,VU,Aceptado,Galeano & R.Bernal,gbif.org/species/2734046
Palma,Hyospathe frontinensis,Guagualín de Frontino,Arecaceae,Hyospathe,frontinensis,VU,Aceptado,A.J.Hend.,gbif.org/species/2736705
Palma,Hyospathe wendlandiana,Guagualín de Wendland,Arecaceae,Hyospathe,wendlandiana,EN,Aceptado,Dammer ex Burret,gbif.org/species/2736728
Palma,Oenocarpus circumtextus,Milpesillo de Sabana,Arecaceae,Oenocarpus,circumtextus,VU,Aceptado,Mart.,gbif.org/species/2735440
Palma,Pholidostachys panamensis,,Arecaceae,Pholidostachys,panamensis,VU,Aceptado,A.J.Hend.,gbif.org/species/7738191
Palma,Pholidostachys sanluisensis,,Arecaceae,Pholidostachys,sanluisensis,VU,Aceptado,A.J.Hend.,gbif.org/species/7731539
Palma,Phytelephas tumacana,Tagua de Tumaco,Arecaceae,Phytelephas,tumacana,EN,Aceptado,O.F.Cook,gbif.org/species/2736306
Palma,Reinhardtia gracilis,Coquito esbelto,Arecaceae,Reinhardtia,gracilis,CR,Aceptado,(H.Wendl.) Burret,gbif.org/species/5294709
Palma,Reinhardtia koschnyana,Coquito enano,Arecaceae,Reinhardtia,koschnyana,CR,Aceptado,(H.Wendl. & Dammer) Burret,gbif.org/species/5294718
Palma,Reinhardtia simplex,Coquito simple,Arecaceae,Reinhardtia,simplex,CR,Aceptado,(H.Wendl.) Burret,gbif.org/species/5294716
Palma,Roystonea oleracea,,Arecaceae,Roystonea,oleracea,CR,Aceptado,(Jacq.) O.F.Cook,gbif.org/species/2733738
Palma,Sabinaria magnifica,,Arecaceae,Sabinaria,magnifica,VU,Aceptado,Galeano & R.Bernal,gbif.org/species/9315406
Palma,Syagrus sancona,Sarare,Arecaceae,Syagrus,sancona,VU,Aceptado,(Kunth) H.Karst.,gbif.org/species/5293840
Palma,Wettinia hirsuta,Gualte Mazorca,Arecaceae,Wettinia,hirsuta,VU,Aceptado,Burret,gbif.org/species/2736958
Palma,Wettinia microcarpa,Maquenque | Gualte Mapora,Arecaceae,Wettinia,microcarpa,VU,Aceptado,(Burret) R.Bernal,gbif.org/species/2736972
Árbol,Aphelandra porphyrocarpa,,Acanthaceae,Aphelandra,porphyrocarpa,VU,Aceptado,Leonard,gbif.org/species/3777455
Árbol,Aphelandra taborensis,,Acanthaceae,Aphelandra,taborensis,CR,Aceptado,Leonard,gbif.org/species/3776719
Árbol,Ruellia potamophila,,Acanthaceae,Ruellia,potamophila,VU,Aceptado,Leonard,gbif.org/species/5573446
Árbol,Mayna pubescens,,Achariaceae,Mayna,pubescens,EN,Aceptado,(Triana & H.Karst.) Warb.,gbif.org/species/3878540
Árbol,Mayna suaveolens,Madroñito,Achariaceae,Mayna,suaveolens,EN,Aceptado,(H.Karst. & Triana) Warb.,gbif.org/species/3878508
Árbol,Saurauia chocoensis,,Actinidiaceae,Saurauia,chocoensis,VU,Aceptado,Soejarto,gbif.org/species/3644530
Árbol,Saurauia micayensis,Moquillo,Actinidiaceae,Saurauia,micayensis,VU,Aceptado,Killip,gbif.org/species/3644349
Árbol,Saurauia oroquensis,,Actinidiaceae,Saurauia,oroquensis,CR,Aceptado,Soejarto,gbif.org/species/3644691
Árbol,Saurauia pulchra,Dulumoco,Actinidiaceae,Saurauia,pulchra,VU,Aceptado,Sprague ex R.E.Schult.,gbif.org/species/7743097
Árbol,Eucharis caucana,,Amaryllidaceae,Eucharis,caucana,EN,Aceptado,Meerow,gbif.org/species/166193177
Árbol,Mauria cuatrecasasii,Palo Hernández,Anacardiaceae,Mauria,cuatrecasasii,EN,Aceptado,F.A.Barkley,gbif.org/species/5544463
Árbol,Mauria obtusifolia,Tatacuá,Anacardiaceae,Mauria,obtusifolia,EN,Aceptado,(Engl.) F.A.Barkley,gbif.org/species/5544379
Árbol,Annona rufinervis,Guanabana de monte,Annonaceae,Annona,rufinervis,EN,Aceptado,(Triana & Planch.) H.Rainer,gbif.org/species/5541601
Árbol,Duguetia colombiana,Guanabanito,Annonaceae,Duguetia,colombiana,VU,Aceptado,Maas,gbif.org/species/3157551
Árbol,Oxandra oblongifolia,,Annonaceae,Oxandra,oblongifolia,CR,Aceptado,R.E.Fr.,gbif.org/species/3154781
Árbol,Pseudoxandra sclerocarpa,,Annonaceae,Pseudoxandra,sclerocarpa,VU,Aceptado,Maas,gbif.org/species/3158202
Árbol,Pseudoxandra vallicola,Cargadero,Annonaceae,Pseudoxandra,vallicola,EN,Aceptado,Maas,gbif.org/species/3158222
Árbol,Unonopsis megalophylla,Garrapata,Annonaceae,Unonopsis,megalophylla,VU,Aceptado,Maas & Westra,gbif.org/species/3648521
Árbol,Myrrhidendron pennellii,,Apiaceae,Myrrhidendron,pennellii,VU,Aceptado,J.M.Coult. & Rose,gbif.org/species/3628973
Árbol,Aspidosperma polyneuron,Carreto | Carreto blanco | Costillo | Costillo acanalado (a nivel nacional) | Comulá | Cumulá (Cundinamarca y Tolima) | Quimulá (Cundinamarca y Tolima),Apocynaceae,Aspidosperma,polyneuron,EN,Aceptado,Müll.Arg.,gbif.org/species/7316900
Árbol,Lacmellea abbreviata,Sande,Apocynaceae,Lacmellea,abbreviata,VU,Aceptado,J.F.Morales,gbif.org/species/7679183
Árbol,Malouetia cuatrecasatis,,Apocynaceae,Malouetia,cuatrecasatis,EN,Aceptado,Woodson,gbif.org/species/3620129
Árbol,Mandevilla aridana,,Apocynaceae,Mandevilla,aridana,CR,Aceptado,J.F.Morales,gbif.org/species/3619154
Árbol,Metastelma atrovirens,,Apocynaceae,Metastelma,atrovirens,CR,Aceptado,Rusby,gbif.org/species/3580390
Árbol,Ilex bullata,,Aquifoliaceae,Ilex,bullata,CR,Aceptado,Cuatrec.,gbif.org/species/5533706
Árbol,Ilex gale,,Aquifoliaceae,Ilex,gale,EN,Aceptado,Triana & Planch.,gbif.org/species/5533686
Árbol,Ilex mucronulata,,Aquifoliaceae,Ilex,mucronulata,EN,Aceptado,Cuatrec.,gbif.org/species/5534642
Árbol,Ilex pustulosa,Mulato,Aquifoliaceae,Ilex,pustulosa,EN,Aceptado,Triana & Planch.,gbif.org/species/5534106
Árbol,Ilex velutinulosa,,Aquifoliaceae,Ilex,velutinulosa,CR,Aceptado,Cuatrec.,gbif.org/species/5534363
Árbol,Dendropanax glaberrimus,,Araliaceae,Dendropanax,glaberrimus,CR,Aceptado,Cuatrec.,gbif.org/species/3034994
Árbol,Dendropanax lehmannii,,Araliaceae,Dendropanax,lehmannii,VU,Aceptado,(Harms) Harms,gbif.org/species/3035079
Árbol,Dendropanax pachypodus,,Araliaceae,Dendropanax,pachypodus,EN,Aceptado,Cuatrec.,gbif.org/species/3035194
Árbol,Oreopanax acerifolius,Mano de Tigre,Araliaceae,Oreopanax,acerifolius,EN,Aceptado,(Willd. ex Schult.) Seem.,gbif.org/species/3036643
Árbol,Oreopanax brunneus,,Araliaceae,Oreopanax,brunneus,VU,Aceptado,Decne. & Planch. ex Harms,gbif.org/species/3036728
Árbol,Oreopanax cyclophyllus,,Araliaceae,Oreopanax,cyclophyllus,CR,Aceptado,Harms,gbif.org/species/3036544
Árbol,Oreopanax fontqueranus,,Araliaceae,Oreopanax,fontqueranus,EN,Aceptado,Cuatrec.,gbif.org/species/3036596
Árbol,Oreopanax gargantae,Higuerón,Araliaceae,Oreopanax,gargantae,CR,Aceptado,Cuatrec.,gbif.org/species/3036733
Árbol,Oreopanax hypargyreus,,Araliaceae,Oreopanax,hypargyreus,CR,Aceptado,Decne. & Planch. ex Harms,gbif.org/species/3036710
Árbol,Oreopanax killipii,,Araliaceae,Oreopanax,killipii,CR,Aceptado,Harms,gbif.org/species/3036675
Árbol,Oreopanax lawrancei,,Araliaceae,Oreopanax,lawrancei,CR,Aceptado,Harms,gbif.org/species/3036770
Árbol,Oreopanax niger,,Araliaceae,Oreopanax,niger,CR,Aceptado,Cuatrec.,gbif.org/species/3036554
Árbol,Oreopanax ruizanus,Cincodedos,Araliaceae,Oreopanax,ruizanus,EN,Aceptado,Cuatrec.,gbif.org/species/3036558
Árbol,Oreopanax sucrensis,,Araliaceae,Oreopanax,sucrensis,CR,Aceptado,Cuatrec.,gbif.org/species/3036529
Árbol,Oreopanax trianae,Cincodedos,Araliaceae,Oreopanax,trianae,VU,Aceptado,Decne. & Planch. ex Harms,gbif.org/species/3036642
Árbol,Oreopanax velutinus,,Araliaceae,Oreopanax,velutinus,CR,Aceptado,Cuatrec.,gbif.org/species/3036540
Árbol,Schefflera bifurcata,,Araliaceae,Schefflera,bifurcata,VU,Sinónimo,Idárraga & Jiménez-Mont.,tropicos.org/name/100471999
Árbol,Schefflera calyptricuspidata,,Araliaceae,Schefflera,calyptricuspidata,EN,Aceptado,Cuatrec.,gbif.org/species/166222801
Árbol,Schefflera connata,,Araliaceae,Schefflera,connata,EN,Sinónimo,Jiménez-Mont. & Idarraga,gbif.org/species/10796767
Árbol,Schefflera digyna,Maco,Araliaceae,Schefflera,digyna,EN,Aceptado,Cuatrec.,gbif.org/species/166222775
Árbol,Schefflera heterotricha,,Araliaceae,Schefflera,heterotricha,VU,Aceptado,(Seem.) R.Vig.,gbif.org/species/166222849
Árbol,Schefflera paniculitomentosa,,Araliaceae,Schefflera,paniculitomentosa,VU,Aceptado,Cuatrec.,gbif.org/species/166222795
Árbol,Schefflera samariana,,Araliaceae,Schefflera,samariana,EN,Aceptado,Cuatrec.,gbif.org/species/166222741
Árbol,Schefflera sararensis,,Araliaceae,Schefflera,sararensis,CR,Aceptado,Cuatrec.,gbif.org/species/166222803
Árbol,Aequatorium latibracteolatum,,Asteraceae,Aequatorium,latibracteolatum,EN,Aceptado,S.Díaz-Piedrahíta & Cuatrec.,gbif.org/species/3092055
Árbol,Coespeletia laxiflora,,Asteraceae,Coespeletia,laxiflora,CR,Aceptado,(S.Díaz & Rodr.-Cabeza) S.Díaz & Rodr.-Cabeza,gbif.org/species/166202007
Árbol,Critoniopsis cinerea,Cenizo,Asteraceae,Critoniopsis,cinerea,CR,Aceptado,S.Díaz & Obando,gbif.org/species/3101515
Árbol,Critoniopsis cuatrecasasii,Blanquizco,Asteraceae,Critoniopsis,cuatrecasasii,CR,Aceptado,H.Rob.,gbif.org/species/3101442
Árbol,Critoniopsis franciscana,,Asteraceae,Critoniopsis,franciscana,CR,Aceptado,(Cuatrec.) H.Rob.,gbif.org/species/3101509
Árbol,Critoniopsis glandulata,,Asteraceae,Critoniopsis,glandulata,VU,Aceptado,(Cuatrec.) H.Rob.,gbif.org/species/3101542
Árbol,Critoniopsis popayanensis,,Asteraceae,Critoniopsis,popayanensis,VU,Aceptado,(Cuatrec.) H.Rob.,gbif.org/species/3101430
Árbol,Critoniopsis uribei,,Asteraceae,Critoniopsis,uribei,CR,Aceptado,H.Rob.,gbif.org/species/3101435
Árbol,Critoniopsis ursicola,,Asteraceae,Critoniopsis,ursicola,EN,Aceptado,(Cuatrec.) H.Rob.,gbif.org/species/3101436
Árbol,Diplostephium dentatum,,Asteraceae,Diplostephium,dentatum,CR,Aceptado,Cuatrec.,gbif.org/species/3090568
Árbol,Diplostephium ellipticum,,Asteraceae,Diplostephium,ellipticum,CR,Aceptado,Cuatrec.,gbif.org/species/166204441
Árbol,Diplostephium oblongifolium,,Asteraceae,Diplostephium,oblongifolium,EN,Aceptado,Cuatrec.,gbif.org/species/166204563
Árbol,Diplostephium perijaense,,Asteraceae,Diplostephium,perijaense,CR,Aceptado,S.Díaz & G.P.Méndez,gbif.org/species/166204438
Árbol,Diplostephium santamartae,,Asteraceae,Diplostephium,santamartae,EN,Aceptado,Cuatrec.,gbif.org/species/166204423
Árbol,Espeletia annemariana,,Asteraceae,Espeletia,annemariana,EN,Aceptado,Cuatrec.,gbif.org/species/3105075
Árbol,Espeletia arbelaezii,,Asteraceae,Espeletia,arbelaezii,VU,Aceptado,Cuatrec.,gbif.org/species/3105120
Árbol,Espeletia ariana,,Asteraceae,Espeletia,ariana,VU,Aceptado,Rodr.-Cabeza & S.Díaz,gbif.org/species/4208267
Árbol,Espeletia azucarina,,Asteraceae,Espeletia,azucarina,CR,Aceptado,Cuatrec.,gbif.org/species/3105053
Árbol,Espeletia brachyaxiantha,Frailejón de Pesca,Asteraceae,Espeletia,brachyaxiantha,EN,Aceptado,S.Díaz,gbif.org/species/3105078
Árbol,Espeletia brassicoidea,Frailejón Arrepollado,Asteraceae,Espeletia,brassicoidea,VU,Aceptado,Cuatrec.,gbif.org/species/3105113
Árbol,Espeletia cabrerensis,Frailejón de Cabrera,Asteraceae,Espeletia,cabrerensis,VU,Aceptado,Cuatrec.,gbif.org/species/3105049
Árbol,Espeletia cachaluensis,,Asteraceae,Espeletia,cachaluensis,CR,Aceptado,Rodr.-Cabeza & S.Díaz,gbif.org/species/7867857
Árbol,Espeletia canescens,,Asteraceae,Espeletia,canescens,EN,Aceptado,A.C.Sm.,gbif.org/species/3105108
Árbol,Espeletia cayetana,Frailejón de San Cayetano,Asteraceae,Espeletia,cayetana,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/3105083
Árbol,Espeletia chocontana,Frailejón de Chocontá,Asteraceae,Espeletia,chocontana,EN,Aceptado,Cuatrec.,gbif.org/species/3105052
Árbol,Espeletia cleefii,,Asteraceae,Espeletia,cleefii,EN,Aceptado,Cuatrec.,gbif.org/species/3105061
Árbol,Espeletia conglomerata,Frailejón Aglomerado,Asteraceae,Espeletia,conglomerata,VU,Aceptado,A.C.Sm.,gbif.org/species/3105117
Árbol,Espeletia discoidea,Frailejón Discoideo,Asteraceae,Espeletia,discoidea,EN,Aceptado,Cuatrec.,gbif.org/species/3105068
Árbol,Espeletia dugandii,Frailejón de Dugand,Asteraceae,Espeletia,dugandii,CR,Aceptado,Cuatrec.,gbif.org/species/3105115
Árbol,Espeletia episcopalis,,Asteraceae,Espeletia,episcopalis,VU,Aceptado,Rodr.-Cabeza & S.Díaz,gbif.org/species/4207948
Árbol,Espeletia estanislana,Frailejón de Estanislao,Asteraceae,Espeletia,estanislana,EN,Aceptado,Cuatrec.,gbif.org/species/3105114
Árbol,Espeletia formosa,,Asteraceae,Espeletia,formosa,EN,Aceptado,S.Díaz & Rodr.-Cabeza,gbif.org/species/4207924
Árbol,Espeletia idroboi,Frailejón de Idrobo,Asteraceae,Espeletia,idroboi,EN,Aceptado,Cuatrec.,gbif.org/species/3105062
Árbol,Espeletia incana,Frailejón Blanco,Asteraceae,Espeletia,incana,VU,Aceptado,Cuatrec.,gbif.org/species/3105086
Árbol,Espeletia jaramilloi,Frailejón de Jaramillo,Asteraceae,Espeletia,jaramilloi,VU,Aceptado,S.Díaz,gbif.org/species/3105118
Árbol,Espeletia mirabilis,,Asteraceae,Espeletia,mirabilis,CR,Aceptado,S.Díaz & Rodr.-Cabeza,gbif.org/species/8992864
Árbol,Espeletia miradorensis,,Asteraceae,Espeletia,miradorensis,CR,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/3105105
Árbol,Espeletia nemekenei,Frailejón de Nemequene,Asteraceae,Espeletia,nemekenei,EN,Aceptado,Cuatrec.,gbif.org/species/3105093
Árbol,Espeletia oswaldiana,Frailejón de Oswaldo,Asteraceae,Espeletia,oswaldiana,CR,Aceptado,S.Díaz,gbif.org/species/3105112
Árbol,Espeletia paipana,Frailejón de Paipa,Asteraceae,Espeletia,paipana,CR,Aceptado,S.Díaz & Pedraza,gbif.org/species/3105080
Árbol,Espeletia perijaensis,Frailejón de Perijá,Asteraceae,Espeletia,perijaensis,EN,Aceptado,Cuatrec.,gbif.org/species/3105116
Árbol,Espeletia pescana,Frailejón de Belén,Asteraceae,Espeletia,pescana,VU,Aceptado,(S.Díaz) S.Díaz,gbif.org/species/8312358
Árbol,Espeletia pulcherrima,,Asteraceae,Espeletia,pulcherrima,EN,Aceptado,Rodr.-Cabeza & S.Díaz,gbif.org/species/4207277
Árbol,Espeletia raquirensis,,Asteraceae,Espeletia,raquirensis,CR,Aceptado,Rodr.-Cabeza & S.Díaz,gbif.org/species/9040599
Árbol,Espeletia roberti,Frailejón de Jurisdicciones,Asteraceae,Espeletia,roberti,EN,Aceptado,Cuatrec.,gbif.org/species/3105076
Árbol,Espeletia rositae,Frailejón de Santa Rosita,Asteraceae,Espeletia,rositae,EN,Aceptado,Cuatrec.,gbif.org/species/3105070
Árbol,Espeletia schultesiana,Frailejón de Schultes,Asteraceae,Espeletia,schultesiana,VU,Aceptado,Cuatrec.,gbif.org/species/3105107
Árbol,Espeletia soroca,,Asteraceae,Espeletia,soroca,CR,Aceptado,S.Díaz & Rodr.-Cabeza,gbif.org/species/4207065
Árbol,Espeletia standleyana,Frailejón de Standley,Asteraceae,Espeletia,standleyana,VU,Aceptado,A.C.Sm.,gbif.org/species/3105099
Árbol,Espeletia steyermarkii,,Asteraceae,Espeletia,steyermarkii,CR,Aceptado,Cuatrec.,gbif.org/species/3105119
Árbol,Espeletia summapacis,,Asteraceae,Espeletia,summapacis,EN,Aceptado,Cuatrec.,gbif.org/species/3105077
Árbol,Espeletia tibamoensis,,Asteraceae,Espeletia,tibamoensis,CR,Aceptado,Rodr.-Cabeza & S.Díaz,gbif.org/species/8853458
Árbol,Espeletia tunjana,Frailejón de Tunja,Asteraceae,Espeletia,tunjana,EN,Aceptado,Cuatrec.,gbif.org/species/3105064
Árbol,Espeletiopsis betancurii,,Asteraceae,Espeletiopsis,betancurii,CR,Aceptado,"Rodr.-Cabeza, S.Díaz & Gal.-Tar.",gbif.org/species/166202490
Árbol,Espeletiopsis caldasii,Frailejón Enano,Asteraceae,Espeletiopsis,caldasii,CR,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202492
Árbol,Espeletiopsis diazii,,Asteraceae,Espeletiopsis,diazii,CR,Aceptado,Diazgr. & L.R.Sánchez,gbif.org/species/166202486
Árbol,Espeletiopsis funckii,Frailejón de Funck,Asteraceae,Espeletiopsis,funckii,EN,Aceptado,(Wedd.) Cuatrec.,gbif.org/species/166202516
Árbol,Espeletiopsis garciae,Frailejón de García Barriga,Asteraceae,Espeletiopsis,garciae,VU,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202514
Árbol,Espeletiopsis insignis,Frailejón de Chitagá,Asteraceae,Espeletiopsis,insignis,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202497
Árbol,Espeletiopsis jimenez-quesadae,,Asteraceae,Espeletiopsis,jimenez-quesadae,VU,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202494
Árbol,Espeletiopsis purpurascens,Frailejón Purpúreo,Asteraceae,Espeletiopsis,purpurascens,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202520
Árbol,Espeletiopsis rabanalensis,,Asteraceae,Espeletiopsis,rabanalensis,EN,Aceptado,S.Díaz & Rodr.-Cabeza,gbif.org/species/166202488
Árbol,Espeletiopsis sanchezii,,Asteraceae,Espeletiopsis,sanchezii,EN,Aceptado,S.Díaz & Obando,gbif.org/species/166202518
Árbol,Espeletiopsis sclerophylla,Frailejón coriáceo,Asteraceae,Espeletiopsis,sclerophylla,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202504
Árbol,Gynoxys columbiana,,Asteraceae,Gynoxys,columbiana,EN,Aceptado,(Klatt) Hieron.,gbif.org/species/3138826
Árbol,Gynoxys florulenta,,Asteraceae,Gynoxys,florulenta,VU,Aceptado,Cuatrec.,gbif.org/species/3138843
Árbol,Gynoxys hirsuta,Chilca lanosa,Asteraceae,Gynoxys,hirsuta,VU,Aceptado,Wedd.,gbif.org/species/3138719
Árbol,Gynoxys hirsutissima,,Asteraceae,Gynoxys,hirsutissima,CR,Aceptado,Cuatrec.,gbif.org/species/3138822
Árbol,Gynoxys laurata,,Asteraceae,Gynoxys,laurata,EN,Aceptado,Cuatrec.,gbif.org/species/3138862
Árbol,Jalcophila colombiana,,Asteraceae,Jalcophila,colombiana,EN,Aceptado,S.Díaz & C.Vélez,gbif.org/species/3103402
Árbol,Jaramilloa hylibates,,Asteraceae,Jaramilloa,hylibates,EN,Aceptado,(B.L.Rob.) R.King & H.Rob.,gbif.org/species/3141057
Árbol,Libanothamnus divisoriensis,Tabaquillo de la Frontera,Asteraceae,Libanothamnus,divisoriensis,EN,Aceptado,Cuatrec.,gbif.org/species/166204929
Árbol,Libanothamnus tamanus,Tabaquillo de Tamá,Asteraceae,Libanothamnus,tamanus,VU,Sinónimo,(Cuatrec.) Cuatrec.,gbif.org/species/166204922
Árbol,Linochilus antioquensis,,Asteraceae,Linochilus,antioquensis,VU,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10867903
Árbol,Linochilus apiculatus,,Asteraceae,Linochilus,apiculatus,EN,Aceptado,(S.F.Blake) Saldivia & O.M.Vargas,gbif.org/species/10673207
Árbol,Linochilus camargoanus,,Asteraceae,Linochilus,camargoanus,EN,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10765502
Árbol,Linochilus chrysotrichus,,Asteraceae,Linochilus,chrysotrichus,CR,Aceptado,(S.Díaz & Restrepo) Saldivia & O.M.Vargas,gbif.org/species/10775628
Árbol,Linochilus colombianus,,Asteraceae,Linochilus,colombianus,VU,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10733800
Árbol,Linochilus coriaceus,,Asteraceae,Linochilus,coriaceus,EN,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10842685
Árbol,Linochilus frontinensis,,Asteraceae,Linochilus,frontinensis,EN,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10726275
Árbol,Linochilus heterophyllus,,Asteraceae,Linochilus,heterophyllus,VU,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10777008
Árbol,Linochilus jaramilloi,,Asteraceae,Linochilus,jaramilloi,EN,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10816613
